nama_rumah,kamar_mandi,kamar_tidur,luas_m2,harga,harga_m2,alamat,link
Kalibata Kompleks,2,4,180,2850000000,14540816,"Aneka Tanaman, Kalibata, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kalibata-kompleks-oleh-gusti-pamungkas-18741762
"3 Bedrooms Rumah Lebak Bulus, Jakarta Selatan, DKI Jakarta",2,3,100,2850000000,22265625,"Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-3-bedrooms-rumah-lebak-bulus-jakarta-selatan-dki-jakarta-oleh-elly-maria-18864746
Rumah murah dalam komplek lokasi strategis di Lebak Bulus,2,3,100,2850000000,22265625,"Lebak Bulus, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-murah-dalam-komplek-lokasi-strategis-di-lebak-bulus-oleh-wati-18689219
Dijual Rumah Nyaman Lebak Bulus harga muraaaah,2,3,100,2850000000,22265625,"Komplek lebak bulus jakarta selatan, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-nyaman-lebak-bulus-harga-muraaaah-oleh-maria-chandra-18821051
"Rumah Siap Huni dalam mini cluster di Cipedak Jagakarsa Selangkah UI, ISTN, APP dan Tol Brigif.",4,5,180,2850000000,22619048,"Cipedak Jagakarsa, Cipedak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-dalam-mini-cluster-di-cipedak-jagakarsa-selangkah-ui-istn-app-dan-tol-brigif-oleh-nurholis-18858832
Rumah baru sangat strategis dengan desain modern,4,4,150,2850000000,27142857,"Pasar Minggu, Pasar Minggu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-baru-sangat-strategis-dengan-desain-modern-oleh-nurholis-18024893
UPTOWN HOUSE,2,3,80,2800000000,70000000,"Jln Ampera Kemang, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-uptown-house-oleh-anton-kvr-18931308
"Tebet, Komplek Garuda, Rumah Cocok untuk Hunian atau Kost",3,4,100,2800000000,14213198,"Manggarai, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-tebet-komplek-garuda-rumah-cocok-untuk-hunian-atau-kost-oleh-nina-ika-dewandari-18359365
rumah di lenteng agung jagakarsa jakarta selatan,4,4,160,2800000000,15909091,"lenteng agung jagakarsa, Lenteng Agung, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-di-lenteng-agung-jagakarsa-jakarta-selatan-oleh-agus-faisal-18867483
Rumah design unik luas tanah dan asri Kebagusan jaksel,4,5,200,2800000000,16470588,"Kebagusan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-design-unik-luas-tanah-dan-asri-kebagusan-jaksel-oleh-popy-18915885
RUMAH MEWAH + MINI POOL DALAM CLUSTER MEWAH DI JAGAKARSA,4,4,180,2800000000,20000000,"Jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-mini-pool-dalam-cluster-mewah-di-jagakarsa-oleh-reyhan-18920243
For sale rumah clasic dalam townhouse semi furnished,4,4,180,2800000000,20000000,"Jl sadar, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-for-sale-rumah-clasic-dalam-townhouse-semi-furnished-oleh-badar-muhammad-18940711
Rumah mewah private pool akses 2 mobil di jagakarsa jaksel,4,4,180,2800000000,20000000,"Jagakarsa jakarta selatan, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-private-pool-akses-2-mobil-di-jagakarsa-jaksel-oleh-ajmal-18861119
HUNIAN LUXURY TOWNHOUSE JAGAKARSA ASRI DAN NYAMAN,4,4,180,2800000000,20000000,"Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-hunian-luxury-townhouse-jagakarsa-asri-dan-nyaman-oleh-junaedi-abdullah-17415491
RUMAH MEWAH DALAM TOWN HOUSE AKSES PINGGIR JALAN RAYA,4,4,180,2800000000,20000000,"Sadar, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-dalam-town-house-akses-pinggir-jalan-raya-oleh-allan-dody-18833376
DIjual cepat Rumah private poll dlm townhouse,4,4,180,2800000000,20000000,"Jln sadar raya jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-private-poll-dlm-townhouse-oleh-rizal-hermawan-18939883
Dijual cepat Rumah+privat poll dlm townhouse,4,4,180,2800000000,20000000,"Jln sadar raya jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-privat-poll-dlm-townhouse-oleh-rizal-hermawan-18921794
Rumah Mewah Clasic Private pool Dekat Ragunan,4,4,180,2800000000,20000000,"Jln Raya Sadar, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-clasic-private-pool-dekat-ragunan-oleh-syarifudin-18922517
Rumah Mewah With Private Pool di dalam Cluster.,4,4,180,2800000000,20000000,"Jalan Raya Jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-with-private-pool-di-dalam-cluster-oleh-yoni-topan-18931917
Rumah Cantik Posisi Hook Cuma 2km Ke TB Simatupang Jaksel,4,4,130,2800000000,20895522,"Tb. Simatupang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-cantik-posisi-hook-cuma-2km-ke-tb-simatupang-jaksel-oleh-fathur-18867521
Cilandak,4,5,210,2800000000,31818182,"Paso raya, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cilandak-oleh-ridwan-18903939
"rumah mewah murah 2, 5 lantai di bintaro",5,4,350,2800000000,12444444,"jalan perumahan graha raya bintaro, Bintaro, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-murah-2-5-lantai-di-bintaro-oleh-ogi-irawan-18901502
Rumah baru unit pojokan Dalem cluster bisa cash dan kpr,5,5,170,2800000000,16470588,"Mochamad Kahfi 1 Deket  pintu Toll brigif, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-baru-unit-pojokan-dalem-cluster-bisa-cash-dan-kpr-oleh-iko-16832750
KEBAGUSAN - TOWN HOUSE MEWAH,5,4,150,2800000000,25925926,"HUBUNGI : FITRI - WA. 0812.8003.0500, Kebagusan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kebagusan-town-house-mewah-oleh-fitri-hatta-18921149
Tebet timur dalam rumah layak huni jalan 1 mobil dekat ke jalan 2 mobil lokasi tenang dan strategis.,2,4,200,2750000000,21153846,"Tebet Timur, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-tebet-timur-dalam-rumah-layak-huni-jalan-1-mobil-dekat-ke-jalan-2-mobil-lokasi-tenang-dan-strategis-oleh-cecep-baskara-16930771
Rumah Mewah Modern Clasic Akses Dekat Tol Tb simatupang dan Halte Busway Ragunan,4,4,180,2750000000,25462963,"Jln Raya Kebagusan, Kebagusan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-modern-clasic-akses-dekat-tol-tb-simatupang-dan-halte-busway-ragunan-oleh-syarifudin-18871952
Kebagusan,4,4,180,2750000000,25462963,"Kebagusan, Kebagusan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kebagusan-oleh-hanny-widyarini-18911100
"Rumah Exclusive dalam cluster Jl. Kebagusan 3, Psar Minggu, Jaksel",4,4,180,2750000000,25462963,"Jl. Kebagusan 3, Kebagusan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-exclusive-dalam-cluster-jl-kebagusan-3-psar-minggu-jaksel-oleh-tri-budiono-18858514
"TEBET TIMUR AKSES 2 MOBIL LEBAR - Akses Lebar, Tanah Kavling",0,1,111,2750000000,24774775,"Tebet Timur, Tebet, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-tebet-timur-akses-2-mobil-lebar-akses-lebar-tanah-kavling-oleh-abdurrahman-siddiq-18735422
"Jagakarsa, Rumah Desain Modern dalam Town House",2,3,154,2700000000,18750000,"Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jagakarsa-rumah-desain-modern-dalam-town-house-oleh-nina-ika-dewandari-18804104
rumah dijual di lebak bulus,2,3,160,2700000000,23076923,"karang tengah, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-lebak-bulus-oleh-agus-faisal-18866923
"Dijual Rumah Terawat Siap Huni sek. 9 Bintaro, Bintaro Jakarta",3,3,220,2700000000,15000000,"Sektor 9 Bintaro, Bintaro, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-terawat-siap-huni-sek-9-bintaro-bintaro-jakarta-oleh-azhar-17096840
JUAL CEPAT MURAH RUMAH SIAP HUNI HOOK DEPAN TAMAN LOKASI STRATEGIS BINTARO SEKTOR 9 JAKARTA SELATAN,3,4,140,2700000000,17647059,"Bintaro sektor 9, Bintaro, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-cepat-murah-rumah-siap-huni-hook-depan-taman-lokasi-strategis-bintaro-sektor-9-jakarta-selatan-oleh-abdullah-rifky-said-ss-18477429
Hunian Mewah Murah Area Exlusive,3,4,200,2700000000,17880795,"Jalan Moch. Kahfi II, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-hunian-mewah-murah-area-exlusive-oleh-jaelani-16716607
"Rumah Siap Huni Jagakarsa, Jakarta Selatan",3,3,200,2700000000,18000000,"Jl, Moh Khafi 2, Jagakarsa. Jakarta Selatan, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-jagakarsa-jakarta-selatan-oleh-aziz-faeyza-18808131
Open House 32 Unit Lebak Bulus,3,4,160,2700000000,21428571,"Jalan Taman Sari II, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-open-house-32-unit-lebak-bulus-oleh-ahmad-15446444
Rumah Murah Di Kawasan Elite Lebak Bulus,3,3,150,2700000000,23275862,"Taman sari 2, Lebak Bulus, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-murah-di-kawasan-elite-lebak-bulus-oleh-aziz-faeyza-18766513
Jual Rumah Murah Tipe Classic,3,3,150,2700000000,23893805,"Taman Sari 2, Lebak Bulus, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-rumah-murah-tipe-classic-oleh-aziz-faeyza-18766502
Cluster Harmoni kebagusan,3,3,133,2700000000,25000000,"JL.kebagusan 4, Kebagusan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cluster-harmoni-kebagusan-oleh-ris-marlina-17682668
On Progres Lebak Bulus,3,3,150,2700000000,25714286,"Taman Sari 2, Lebak Bulus, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-on-progres-lebak-bulus-oleh-aziz-faeyza-18766527
UPTOWN HOUSE,3,4,45,2700000000,30000000,"Jln Kemang Selatan Jakarta Selatan, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-uptown-house-oleh-anton-k-18931396
UPTOWN HOUSE KEMANG,3,3,90,2700000000,60000000,"Jln Ampera Kemang Jakarta Selatan, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-uptown-house-kemang-oleh-anton-kvr-18931349
Rumah Mewah Clasic lokasi Strategis Dalam Cluster,4,4,200,2700000000,18000000,"Jln Raya Moh kahfi 2, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-clasic-lokasi-strategis-dalam-cluster-oleh-syarifudin-18901736
Rumah Mewah Secondary Dalam Komplek Besar Dekat Tol TB Simatupang dan Halte Busway Ragunan,4,4,200,2700000000,20300752,"Jln Raya Cilandak, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-secondary-dalam-komplek-besar-dekat-tol-tb-simatupang-dan-halte-busway-ragunan-oleh-syarifudin-18896260
Rumah plus swimming poll Harga nego,4,4,160,2700000000,22500000,"Mochahamad Kahfi1 jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-plus-swimming-poll-harga-nego-oleh-iko-18942246
Rumah Baru Dalem cluster Di Lebak Bulus,4,4,160,2700000000,23275862,"Karang Tengah Lebak bulus, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-baru-dalem-cluster-di-lebak-bulus-oleh-iko-18312776
Rumah Baru  Dalem cluster 'Siap Huni Di Lebak Bulus,4,4,160,2700000000,23275862,"Jln karang Tengah Lebak bulus, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-baru-dalem-cluster-siap-huni-di-lebak-bulus-oleh-iko-18334609
RUMAH TYPE SCANDINAVIAN DILEBAK BULUS DEKAT KE MRT LEBAK BULUS,4,4,160,2700000000,23275862,"Jl.Raya taman sari, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-type-scandinavian-dilebak-bulus-dekat-ke-mrt-lebak-bulus-oleh-mamen-sulivan-18845404
RUMAH SCANDINAVIAN DEKAT MRT LEBAK BULUS,4,4,150,2700000000,23478261,"Lebak bulus, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-scandinavian-dekat-mrt-lebak-bulus-oleh-allan-dody-18003785
Lebak bulus,4,3,160,2700000000,23893805,"Lebak bulus, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-lebak-bulus-oleh-ferdy-17982674
Rumah Mewah Area Premium depan Montesorri School dan Plataran cilandak,4,4,180,2700000000,26732673,"Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-area-premium-depan-montesorri-school-dan-plataran-cilandak-oleh-junaedi-abdullah-18923740
TOWN HOUSE MEWAH SIAP HUNI AKSES 2 MOBIL,5,5,200,2700000000,16875000,"M kahfi 2, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-town-house-mewah-siap-huni-akses-2-mobil-oleh-allan-dody-18939760
"5 Bedrooms Rumah Kebagusan, Jakarta Selatan, DKI Jakarta",5,5,200,2700000000,20930233,"Kebagusan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-5-bedrooms-rumah-kebagusan-jakarta-selatan-dki-jakarta-oleh-muhamad-hansamu-18562891
Perumahan Lebak Bulus Harga nego free kitcent set dan ac 3unit,5,4,160,2700000000,23275862,"Karang Tengah Lebak bulus, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-perumahan-lebak-bulus-harga-nego-free-kitcent-set-dan-ac-3unit-oleh-iko-18313296
Rumah siap Huni 4unit lagi Dalem cluster Di Lebak bulus,5,4,160,2700000000,23275862,"Karang Tengah Lebak bulus, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-4unit-lagi-dalem-cluster-di-lebak-bulus-oleh-iko-18313220
Lebak Bulus,5,4,160,2700000000,23275862,"Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-lebak-bulus-oleh-muhammad-nur-18889615
Sevilla Residence,5,4,150,2700000000,23893805,"Jl. Taman Sari II, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-sevilla-residence-oleh-tri-budiono-18103867
Rumah kost 2 lantai terisi lokasi strategis dekat stasiun Tebet/cawang dan ke kawasan pusat bisnis.,8,8,300,2700000000,17647059,"Tebet Timur Dalam, Tebet Timur, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-kost-2-lantai-terisi-lokasi-strategis-dekat-stasiun-tebet-cawang-dan-ke-kawasan-pusat-bisnis-oleh-cecep-baskara-17111754
"8 Bedrooms Rumah Tebet, Jakarta Selatan, DKI Jakarta",8,8,250,2700000000,18620690,"Tebet, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-8-bedrooms-rumah-tebet-jakarta-selatan-dki-jakarta-oleh-yohanes-18909284
Jagakarsa Town House,4,5,135,2699999000,14999994,"Jl Muhammad Khafi, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jagakarsa-town-house-oleh-wahyu-16202505
Lebak bulus,3,3,160,2690000000,23596491,"Lebak bulus, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-lebak-bulus-oleh-ferdy-18063048
Rumah 2 Lantai 10 Menit Tol TB Simatupang dan 5 Menit Stasiun Universitas Pancasila,4,4,153,2652631000,25753699,"Jl. Raya Lenteng Agung No.5, Srengseng Sawah, Pejaten, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-2-lantai-10-menit-tol-tb-simatupang-dan-5-menit-stasiun-universitas-pancasila-oleh-iftitakhur-rohmawan-17825912
Rumah Urban Style Full Furnish 3 Lantai di Jagakarsa Jaksel,4,5,250,2650000000,17666667,"Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-urban-style-full-furnish-3-lantai-di-jagakarsa-jaksel-oleh-fathur-18867517
Lotus Residence,4,4,150,2630000000,25533981,"Lenteng agung, Lenteng Agung, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-lotus-residence-oleh-widodo-18411233
Jagakarsa,3,5,130,2600000000,16774194,"Jagakarsa 1 Jakarta Selatan, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jagakarsa-oleh-ahmad-sofwan-18832777
Rumah Mewah Clasic Modern Area Strategis,3,4,170,2600000000,17333333,"Jln Raya Moh kahfi 2, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-clasic-modern-area-strategis-oleh-syarifudin-18871236
Rumah Mewah Minimalis Rooftop Dalam Komplek Besar Area Strategis,3,4,210,2600000000,18055556,"Jln Raya Moh kahfi, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-minimalis-rooftop-dalam-komplek-besar-area-strategis-oleh-syarifudin-18925847
Rumah Mewah Dalam Cluster Area Dekat Tol Andara,3,4,200,2600000000,18840580,"Jln Moh Kahfi 1 Jagakarsa Jakarta selatan, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-dalam-cluster-area-dekat-tol-andara-oleh-syarifudin-18615110
Rumah cantik siap huni discovery terra bintaro sektor 9 tangerang selatan,3,4,126,2600000000,21666667,"Discovery terra, Bintaro, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-cantik-siap-huni-discovery-terra-bintaro-sektor-9-tangerang-selatan-oleh-indrawaty-h-18428210
Rumah baru clasic tanah luas bisa request private pool,4,4,200,2600000000,17333333,"Jl Kahfi 2, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-baru-clasic-tanah-luas-bisa-request-private-pool-oleh-badar-muhammad-18934067
Rumah 2unit Di Jagakarsa Bisa custom Swimming poll,4,4,150,2600000000,17333333,"Jln Mochamad kahfi2 jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-2unit-di-jagakarsa-bisa-custom-swimming-poll-oleh-iko-18346729
RUMAH MEWAH CLASSIC NON CLUSTER DIJAGAKARSA ( INDENT ),4,4,200,2600000000,17333333,"Jl.Moh.Kahfi 2, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-classic-non-cluster-dijagakarsa-indent-oleh-mamen-sulivan-18931306
Brand New House Modern Classic di Jagakarsa Jakarta selatan,4,4,200,2600000000,17333333,"Jl M Kahfi 2, Jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-brand-new-house-modern-classic-di-jagakarsa-jakarta-selatan-oleh-gerry-drajat-18863444
jagakarsa jakarta selatan,4,5,250,2600000000,18571429,"kavling dki jagakarsa jakarta selatan, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jagakarsa-jakarta-selatan-oleh-said-18910794
Rumah Dijual di Jagakarsa Jakarta Selatan Murah Siap Huni,4,5,160,2600000000,19847328,"Jagakarsa Jakarta Selatan, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-jagakarsa-jakarta-selatan-murah-siap-huni-oleh-edwin-bright-18914615
RUMAH DISCOVERY BINTARO BARU Harga TERMURAH,4,5,160,2600000000,21666667,"Bintaro, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-discovery-bintaro-baru-harga-termurah-oleh-tiur-18373163
Rumah 2 lantai minimalis ruangan luas strategis murah Jakarta Selatan,4,4,132,2600000000,22033898,"Lenteng Agung, Lenteng Agung, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-2-lantai-minimalis-ruangan-luas-strategis-murah-jakarta-selatan-oleh-andi-trisusyanto-18031107
RUMAH MEWAH DESIGN ELEGANT DALAM CLUSTER BESAR PINGGIR JALAN,4,4,160,2600000000,28260870,"Jl.Warung Silah, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-design-elegant-dalam-cluster-besar-pinggir-jalan-oleh-mamen-sulivan-18860677
Green Andara Residence,4,4,130,2550000000,23611111,"Pondok Labu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-green-andara-residence-oleh-danur-priyambodo-18317427
RUMAH LUX DALAM CLUSTER PINGGIR JALAN RAYA UTAMA,4,4,160,2550000000,27419355,"M kahfi 1, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-lux-dalam-cluster-pinggir-jalan-raya-utama-oleh-allan-dody-17129964
RUMAH MEWAH DALAM KOMPLEK BESAR,5,5,220,2550000000,18214286,"Kav dki, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-dalam-komplek-besar-oleh-allan-dody-18555647
Jl moch kahfi 1,4,4,200,2525000000,20039683,"Jl moch kahfi 1, Ciganjur, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jl-moch-kahfi-1-oleh-wildan-sofyan-18900217
Rumah Dijual Cepat Murah Di Petukangan Utara Pesanggrahan Jakarta Selatan,2,3,150,2500000000,6944444,"Jalan palem Petukangan Utara Pesanggrahan, Petukangan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dijual-cepat-murah-di-petukangan-utara-pesanggrahan-jakarta-selatan-oleh-hendra-kuswandi-18743487
