nama_rumah,kamar_mandi,kamar_tidur,luas_m2,harga,harga_m2,alamat,link,harga_kategori,harga_m2_kategori,latitude,longitude,distance,nomor,TEBET,SETIA BUDI,MAMPANG PRAPATAN,PASAR MINGGU,KEBAYORAN LAMA,CILANDAK,KEBAYORAN BARU,PANCORAN,JAGAKARSA,PESANGGRAHAN
rumah dijual pondok indah jakarta selatan,4,4,1400,45000000000,92783505,"metro pondok indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dijual-pondok-indah-jakarta-selatan-oleh-agus-faisal-18249940,20 M - Max,30 Juta- Max,-6.265709999999956,106.78352000000008,,52,0.10425127902559073,0.09253097232913543,0.05086230820023019,0.0708940041748587,0.01965073203191281,0.03677349659788831,0.038901529877342966,0.07048334168397119,0.10718393866961407,0.04015754727303378
Pondok Indah dekat Bukit Golf Harga Miring,5,5,800,45000000000,53317536,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pondok-indah-dekat-bukit-golf-harga-miring-oleh-nizar-luthfi-18080756,20 M - Max,30 Juta- Max,-6.268569999999953,106.78056000000004,,53,0.11007127902563241,0.09835097232917711,0.05668230820027187,0.07099400417490553,0.01955073203186597,0.03687349659793515,0.04472152987738465,0.07630334168401287,0.1072839386696609,0.04005754727298694
Rumah Kuningan,5,5,800,45000000000,60810811,"Kuningan Raya, Kuningan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-kuningan-oleh-chris-cornelius-17728581,20 M - Max,30 Juta- Max,-6.2241299999999455,106.82650000000008,,54,0.02911652392927433,0.007970972329125026,0.033697691799780216,0.06949400417486906,0.07179414923121641,0.10170760438104764,0.04565847012266744,0.048341886756357866,0.11410055103016958,0.09409099894300876
Dijual Cepat Rumah Mewah di Pondok Indah,5,6,900,45000000000,62849162,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-mewah-di-pondok-indah-oleh-hartono-humin-%E4%B8%81-%E9%96%8B-%E7%82%AB-18776876,20 M - Max,30 Juta- Max,-6.268569999999953,106.78056000000004,,55,0.11007127902563241,0.09835097232917711,0.05668230820027187,0.07099400417490553,0.01955073203186597,0.03687349659793515,0.04472152987738465,0.07630334168401287,0.1072839386696609,0.04005754727298694
Jual Rumah Mewah Pondok Indah,5,6,1000,45000000000,62849162,"Pondok Indah Jakarta Selatan, Kebayoran Lama, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-rumah-mewah-pondok-indah-oleh-ria-yuliantini-18706416,20 M - Max,30 Juta- Max,-6.268569999999953,106.78056000000004,,56,0.11007127902563241,0.09835097232917711,0.05668230820027187,0.07099400417490553,0.01955073203186597,0.03687349659793515,0.04472152987738465,0.07630334168401287,0.1072839386696609,0.04005754727298694
"Dijual rumah mewah di pondok indah , jakarta selatan !",5,6,900,45000000000,62849162,"Pondok indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-di-pondok-indah-jakarta-selatan-oleh-ahmad-sauqi-18890892,20 M - Max,30 Juta- Max,-6.268569999999953,106.78056000000004,,57,0.11007127902563241,0.09835097232917711,0.05668230820027187,0.07099400417490553,0.01955073203186597,0.03687349659793515,0.04472152987738465,0.07630334168401287,0.1072839386696609,0.04005754727298694
Dijual Rumah Mewah Lokasi Strategis Di Jalan Tulodong Jakarta Selatan,5,7,520,45000000000,63025210,"Senopati, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-lokasi-strategis-di-jalan-tulodong-jakarta-selatan-oleh-dasep-18875547,20 M - Max,30 Juta- Max,-6.230869999999925,106.80836000000004,,58,0.04457127902560476,0.032850972329149464,0.03407029346713131,0.08089400417493486,0.04691414923119197,0.0768276043810232,0.020778470122643,0.05974188675642367,0.11718393866969024,0.06921099894298433
Dijual rumah mewah Pondok indah kondisi baru jadi 3 lantai lokasi asri tenang hadap timur  !,5,5,1200,45000000000,93167702,"Pondok indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-pondok-indah-kondisi-baru-jadi-3-lantai-lokasi-asri-tenang-hadap-timur-oleh-ahmad-sauqi-18891146,20 M - Max,30 Juta- Max,-6.268569999999953,106.78056000000004,,59,0.11007127902563241,0.09835097232917711,0.05668230820027187,0.07099400417490553,0.01955073203186597,0.03687349659793515,0.04472152987738465,0.07630334168401287,0.1072839386696609,0.04005754727298694
Dijual Rumah mewah Area kemang jakarta selatan Siap huni !,6,10,1050,45000000000,40909091,"Kemang, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-area-kemang-jakarta-selatan-siap-huni-oleh-ahmad-sauqi-18846437,20 M - Max,30 Juta- Max,-6.255639999999971,106.81218000000008,,60,0.0655212790256039,0.0538009723291486,0.012132308200243358,0.05230400417484127,0.038240732031930236,0.05587760438102407,0.021648174438560375,0.03175334168398436,0.08859393866959664,0.058747547273051204
"Dijual rumah mewah Classic Di Pondok Indah , jakarta selatan !",6,6,600,45000000000,68807339,"Pondok indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-classic-di-pondok-indah-jakarta-selatan-oleh-ahmad-sauqi-18891004,20 M - Max,30 Juta- Max,-6.268569999999953,106.78056000000004,,61,0.11007127902563241,0.09835097232917711,0.05668230820027187,0.07099400417490553,0.01955073203186597,0.03687349659793515,0.04472152987738465,0.07630334168401287,0.1072839386696609,0.04005754727298694
Cipete jakarta selatan,7,7,1100,45000000000,45918367,"Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cipete-jakarta-selatan-oleh-aji-18881299,20 M - Max,30 Juta- Max,-6.277569952084483,106.79880008418057,,62,0.1008311469296288,0.0891108402331735,0.04744217610426826,0.04375396790984265,0.04679076829692885,0.020567736476999166,0.03548139778138104,0.06706320958800926,0.08004390240459802,0.06729758353804982
PONDOK INDAH BRAND NEW LUXURY HOUSE IN PREMIUM AREA BEST DEAL ! ! HOEK,7,8,1400,45000000000,92783505,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pondok-indah-brand-new-luxury-house-in-premium-area-best-deal-hoek-oleh-nizar-luthfi-17744952,20 M - Max,30 Juta- Max,-6.268569999999953,106.78056000000004,,63,0.11007127902563241,0.09835097232917711,0.05668230820027187,0.07099400417490553,0.01955073203186597,0.03687349659793515,0.04472152987738465,0.07630334168401287,0.1072839386696609,0.04005754727298694
House At Permata Hijau for Sell,4,4,900,44999999999,58441558,"Jalan Mas Murni, Permata Hijau, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-house-at-permata-hijau-for-sell-oleh-daniel-harjadinata-17667034,20 M - Max,30 Juta- Max,-6.219232150340657,106.78862006363596,,64,0.07189430995268342,0.041795580738958726,0.0654480794904746,0.11227179019827815,0.03881206252638414,0.07815128262130777,0.03831961158487651,0.09111967277976696,0.14856172469303353,0.061108912238176494
"6 Bedrooms Rumah Pondok Indah, Jakarta Selatan, DKI Jakarta",5,6,1000,43500000000,60754190,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-6-bedrooms-rumah-pondok-indah-jakarta-selatan-dki-jakarta-oleh-sarman-17985365,20 M - Max,30 Juta- Max,-6.268569999999953,106.78056000000004,,65,0.11007127902563241,0.09835097232917711,0.05668230820027187,0.07099400417490553,0.01955073203186597,0.03687349659793515,0.04472152987738465,0.07630334168401287,0.1072839386696609,0.04005754727298694
Pondok Indah,6,6,1000,43500000000,60754190,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pondok-indah-oleh-winda-lubis-18817280,20 M - Max,30 Juta- Max,-6.268569999999953,106.78056000000004,,66,0.11007127902563241,0.09835097232917711,0.05668230820027187,0.07099400417490553,0.01955073203186597,0.03687349659793515,0.04472152987738465,0.07630334168401287,0.1072839386696609,0.04005754727298694
KEBAYORAN BARU HARGA MIRING HITUNG TANAH AREA PREMIUM LAMANDAU POSISI HOEK,5,6,600,42500000000,46961326,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kebayoran-baru-harga-miring-hitung-tanah-area-premium-lamandau-posisi-hoek-oleh-nizar-luthfi-17957342,20 M - Max,30 Juta- Max,-6.2514699999999275,106.79754000000008,,67,0.07599127902556013,0.06427097232910484,0.024290293467081447,0.071114004174885,0.0194307320318865,0.045407604381067834,0.010641529877312372,0.04996188675637381,0.10740393866964038,0.03993754727300747
Rumah Siap Huni Jarang ada Lokasi Cipete,4,4,500,40000000000,47619048,"Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-jarang-ada-lokasi-cipete-oleh-hesti-18877058,20 M - Max,30 Juta- Max,-6.277569952084483,106.79880008418057,,68,0.1008311469296288,0.0891108402331735,0.04744217610426826,0.04375396790984265,0.04679076829692885,0.020567736476999166,0.03548139778138104,0.06706320958800926,0.08004390240459802,0.06729758353804982
Pondok Indah,4,5,587,40000000000,65789474,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pondok-indah-oleh-winda-lubis-18821747,20 M - Max,30 Juta- Max,-6.268569999999953,106.78056000000004,,69,0.11007127902563241,0.09835097232917711,0.05668230820027187,0.07099400417490553,0.01955073203186597,0.03687349659793515,0.04472152987738465,0.07630334168401287,0.1072839386696609,0.04005754727298694
PONDOK INDAH BANTING HARGA RUMAH MEWAH HARGA CANTIK MILIK PENGUSAHA TERKENAL,5,6,900,40000000000,55632823,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pondok-indah-banting-harga-rumah-mewah-harga-cantik-milik-pengusaha-terkenal-oleh-nizar-luthfi-17791668,20 M - Max,30 Juta- Max,-6.268569999999953,106.78056000000004,,70,0.11007127902563241,0.09835097232917711,0.05668230820027187,0.07099400417490553,0.01955073203186597,0.03687349659793515,0.04472152987738465,0.07630334168401287,0.1072839386696609,0.04005754727298694
Dijual Rumah Mewah Design Skandinavia siap huni di Pondok indah Jakarta Selatan,5,8,900,40000000000,63694268,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-design-skandinavia-siap-huni-di-pondok-indah-jakarta-selatan-oleh-melda-dahmin-18939265,20 M - Max,30 Juta- Max,-6.268569999999953,106.78056000000004,,71,0.11007127902563241,0.09835097232917711,0.05668230820027187,0.07099400417490553,0.01955073203186597,0.03687349659793515,0.04472152987738465,0.07630334168401287,0.1072839386696609,0.04005754727298694
Pondok Indah Dekat Bukit Golf Rumah Mewah,6,8,502,40000000000,52424640,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pondok-indah-dekat-bukit-golf-rumah-mewah-oleh-nizar-luthfi-17958573,20 M - Max,30 Juta- Max,-6.268569999999953,106.78056000000004,,72,0.11007127902563241,0.09835097232917711,0.05668230820027187,0.07099400417490553,0.01955073203186597,0.03687349659793515,0.04472152987738465,0.07630334168401287,0.1072839386696609,0.04005754727298694
2 Rumah Lama Dalam Satu Area Di Cipete,7,9,1300,40000000000,23529412,"Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-2-rumah-lama-dalam-satu-area-di-cipete-oleh-dasep-18513756,20 M - Max,15 - 25 Juta,-6.277569952084483,106.79880008418057,,73,0.1008311469296288,0.0891108402331735,0.04744217610426826,0.04375396790984265,0.04679076829692885,0.020567736476999166,0.03548139778138104,0.06706320958800926,0.08004390240459802,0.06729758353804982
Dijual rumah mewah Simprug Garden belakang BINUS  Simprug Garden,10,10,1200,40000000000,58139535,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-simprug-garden-belakang-binus-simprug-garden-oleh-dewi-sabina-18934219,20 M - Max,30 Juta- Max,-6.2514699999999275,106.79754000000008,,74,0.07599127902556013,0.06427097232910484,0.024290293467081447,0.071114004174885,0.0194307320318865,0.045407604381067834,0.010641529877312372,0.04996188675637381,0.10740393866964038,0.03993754727300747
kebayoran baru,3,4,600,39000000000,53206003,"wijaya, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kebayoran-baru-oleh-yudhistira-arimbawa-18795951,20 M - Max,30 Juta- Max,-6.24518994765598,106.80793007221442,,75,0.059321154467277815,0.04760084777082252,0.02018027359669361,0.06700398430449717,0.032164273789518916,0.06207772893935015,0.006948194308904476,0.04585186688598597,0.10329391879925254,0.05446112350131127
Rumah di Pakubuwono VI No. 12,3,4,450,39000000000,72761194,"Jl. Pakubuwono VI No. 12, Jakarta Selatan, Pakubuwono, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-di-pakubuwono-vi-no-12-oleh-aldila-a-wibowo-16150975,20 M - Max,30 Juta- Max,-6.232950001132182,106.79581998232555,,76,0.05919129783234389,0.047470991135888596,0.04453031000935592,0.09135402071715948,0.03229413042445284,0.062207585574284074,0.017401842103757836,0.07020190329864828,0.12764395521191485,0.05459098013624519
"Pejaten Barat, Kemang Timur, Rumah BIsa Untuk Kantor dan Bisnis",4,5,960,39000000000,18509729,"Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pejaten-barat-kemang-timur-rumah-bisa-untuk-kantor-dan-bisnis-oleh-nina-ika-dewandari-18370055,20 M - Max,15 - 25 Juta,-6.255639999999971,106.81218000000008,,77,0.0655212790256039,0.0538009723291486,0.012132308200243358,0.05230400417484127,0.038240732031930236,0.05587760438102407,0.021648174438560375,0.03175334168398436,0.08859393866959664,0.058747547273051204
Rumah Mewah Siap Huni Kebayoran Baru,4,4,479,39000000000,78000000,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-siap-huni-kebayoran-baru-oleh-donny-18854239,20 M - Max,30 Juta- Max,-6.2514699999999275,106.79754000000008,,78,0.07599127902556013,0.06427097232910484,0.024290293467081447,0.071114004174885,0.0194307320318865,0.045407604381067834,0.010641529877312372,0.04996188675637381,0.10740393866964038,0.03993754727300747
Rumah Bagus Dijual di Kebayoran Baru Dekat Senopati,4,4,550,39000000000,81419624,"Kebayoran Baru, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-bagus-dijual-di-kebayoran-baru-dekat-senopati-oleh-vincent-brata-17543364,20 M - Max,30 Juta- Max,-6.2514699999999275,106.79754000000008,,79,0.07599127902556013,0.06427097232910484,0.024290293467081447,0.071114004174885,0.0194307320318865,0.045407604381067834,0.010641529877312372,0.04996188675637381,0.10740393866964038,0.03993754727300747
Kebayoran baru,4,4,500,39000000000,97500000,"Kebayoran baru, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kebayoran-baru-oleh-remmi-michael-18858002,20 M - Max,30 Juta- Max,-6.2514699999999275,106.79754000000008,,80,0.07599127902556013,0.06427097232910484,0.024290293467081447,0.071114004174885,0.0194307320318865,0.045407604381067834,0.010641529877312372,0.04996188675637381,0.10740393866964038,0.03993754727300747
Rumah Besar dan Luas Harga Bersaing di Pondok Indah,5,6,825,39000000000,50781250,"Pondok Indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-besar-dan-luas-harga-bersaing-di-pondok-indah-oleh-gerry-18900052,20 M - Max,30 Juta- Max,-6.268569999999953,106.78056000000004,,81,0.11007127902563241,0.09835097232917711,0.05668230820027187,0.07099400417490553,0.01955073203186597,0.03687349659793515,0.04472152987738465,0.07630334168401287,0.1072839386696609,0.04005754727298694
Rumah di Pondok Indah,5,8,650,39000000000,61904762,"Pondok Indah, Pondok Pinang,, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-di-pondok-indah-oleh-yanti-17667603,20 M - Max,30 Juta- Max,-6.265709999999956,106.78352000000008,,82,0.10425127902559073,0.09253097232913543,0.05086230820023019,0.0708940041748587,0.01965073203191281,0.03677349659788831,0.038901529877342966,0.07048334168397119,0.10718393866961407,0.04015754727303378
DIJUAL RUMAH MEWAH  KEMANG JAKARTA SELATAN !,6,8,900,39000000000,33913043,"Kemang, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-kemang-jakarta-selatan-oleh-ahmad-sauqi-18833437,20 M - Max,30 Juta- Max,-6.255639999999971,106.81218000000008,,83,0.0655212790256039,0.0538009723291486,0.012132308200243358,0.05230400417484127,0.038240732031930236,0.05587760438102407,0.021648174438560375,0.03175334168398436,0.08859393866959664,0.058747547273051204
Rumah Bagus di Kebayoran Baru dekat Senopati,6,6,500,39000000000,97500000,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-bagus-di-kebayoran-baru-dekat-senopati-oleh-dhenis-emanuel-18910987,20 M - Max,30 Juta- Max,-6.2514699999999275,106.79754000000008,,84,0.07599127902556013,0.06427097232910484,0.024290293467081447,0.071114004174885,0.0194307320318865,0.045407604381067834,0.010641529877312372,0.04996188675637381,0.10740393866964038,0.03993754727300747
Kemang Dalam Area Favorit & Terelit Rumah Mewah Brand New Spek Istimewa,4,5,900,38500000000,33478261,"Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kemang-dalam-area-favorit-terelit-rumah-mewah-brand-new-spek-istimewa-oleh-nizar-luthfi-18854699,20 M - Max,30 Juta- Max,-6.255639999999971,106.81218000000008,,85,0.0655212790256039,0.0538009723291486,0.012132308200243358,0.05230400417484127,0.038240732031930236,0.05587760438102407,0.021648174438560375,0.03175334168398436,0.08859393866959664,0.058747547273051204
Pondok Indah dekat Bukit Golf Mewah Best Price,6,9,512,38500000000,46497585,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pondok-indah-dekat-bukit-golf-mewah-best-price-oleh-nizar-luthfi-17927904,20 M - Max,30 Juta- Max,-6.268569999999953,106.78056000000004,,86,0.11007127902563241,0.09835097232917711,0.05668230820027187,0.07099400417490553,0.01955073203186597,0.03687349659793515,0.04472152987738465,0.07630334168401287,0.1072839386696609,0.04005754727298694
